,id_news,country,media_outlet,url,title,text,date,search,Lago_Ranco,Los_Lagos,Futrono,Río_Bueno,La_Unión,Panguipulli,Paillaco,Corral,Máfil,Lanco,Mariquina,Valdivia,prediction,score,keywords_found
828,47738086.0,chile,diarioriobueno,https://www.diarioriobueno.cl/noticia/emergencias/2020/12/carro-de-bomberos-choco-contra-un-arbol-en-rio-bueno,Carro de Bomberos chocó contra un árbol en Río Bueno  - Diario Río Bueno,"Voluntarios de la Cuarta Compañía de Bomberos de Río Bueno sufrieron un accidente de tránsito la tarde de este martes 15 de diciembre, tras chocar contra un árbol en las cercanías del cruce Vivanco. El choque dejó a cuatro voluntarios lesionados, quienes fueron trasladados hasta un centro asistencial, sin lesiones de gravedad. La compañía informó que los voluntarios acudían a una emergencia por descontaminación y se encuentran en buen estado de salud. Al lugar concurrió personal de Samu, Bomberos de Río Bueno, Lago Ranco y Carabineros.",2020-12-15,accidente,1,0,0,1,0,0,0,0,0,0,0,0,NEG,0.8451808094978333,"['accidente', 'choque', 'lesionados', 'accidente de tránsito', 'accidente de tránsito']"
1363,47733962.0,chile,diariolagoranco,https://www.diariolagoranco.cl/noticia/emergencias/2021/10/accidente-en-ruta-llifen-lago-ranco-se-trata-de-un-camion-volcado,Accidente en ruta Llifén - Lago Ranco se trata de un camión volcado - Diario Lago Ranco,"A las 20:45 Bomberos de Futrono alertó sobre un accidente de tránsito en la ruta que une a Llifén con Lago Ranco, a la altura de Cuesta Miraflores. Se trata de un camión de carga que estaba volcado en el lugar, sin embargo según la información entregada al Diario Futrono el conductor del camión no se encontraba en el lugar y solo estaba el vehículo volcado. Unidades de Futrono, Llifén y Riñinahue concurrieron al lugar.",2021-10-03,accidente,1,0,1,0,0,0,0,0,0,0,0,0,NEG,0.8842846155166626,"['accidente', 'conductor', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1836,47685926.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/actualidad/2022/05/accidente-en-mafil-confirman-una-nueva-victima-fatal,Accidente en Máfil: confirman una nueva víctima fatal  - Diario de Valdivia,"Este viernes se confirmó el deceso de una segunda víctima luego del accidente vehicular ocurrido en la Ruta T-34, que une a las comunas de Máfil y Valdivia. Se trata de la acompañante del conductor de la camioneta que protagonizó la colisión con un camión que transportaba leche. Ayer, en el mismo lugar del accidente, falleció el conductor del vehículo menor. Tras la colisión, la acompañante fue trasladada con riesgo vital al Hospital Base de Valdivia, donde falleció este viernes en la mañana. El fiscal subrogante, Carlos Silva, entregó detalles del accidente, indicando que “se debió a que el conductor de la camioneta se desplazaba a una velocidad no razonable ni prudente considerando las características del camino”. “Esta persona, un varón adulto que era acompañado de una mujer adulta, al enfrentar una curva hacia la derecha, debido a la velocidad que lleva el móvil, traspasó el eje central de la calzada procediendo a colisionar con un camión que se desplazaba en sentido contrario”, complementó el fiscal. Los padres de familia colisionaron con un camión en la ruta Máfil-Valdivia este jueves. Colisionaron una camioneta y un camión, resultando una persona fallecida. Revisa las declaraciones del fiscal. [ACTUALIZACIÓN] Un camión lechero colisionó con un vehículo menor.",2022-05-06,accidente,0,0,0,0,0,0,0,0,1,0,0,1,NEU,0.9494876861572266,"['accidente', 'colisión', 'colisionar', 'conductor', 'vehículo']"
1278,47693728.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2021/09/reportan-accidente-de-transito-en-ruta-valdivia-paillaco,Reportan accidente de tránsito en ruta Valdivia-Paillaco - Diario de Valdivia,"Hora09;45.- Dos vehículos se vieron involucrados en un accidente de tránsito ocurrido esta mañana en la ruta que une a Valdivia con Paillaco. Según información recabada por Diario de Valdivia en el lugar, la emergencia se registró a la altura del sector Piedra Blanca, cuando un automóvil que transitaba en dirección a Paillaco, fue impactado por alcance por otro automóvil que se desplazaba en la misma dirección. Habría a lo menos una persona lesionada. ",2021-09-14,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEG,0.7462708353996277,"['accidente', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
2089,47683103.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/07/choque-multiple-se-produce-a-altura-de-cayumapu,Choque múltiple se produce a altura de Cayumapu - Diario Laguino,"Al menos tres vehículos serían los involucrados en una colisión múltiple que pasadas las 19:30 horas de este domingo se produjo a la altura de Cayumapu, en la salida norte de Valdivia. De acuerdo a la información preliminar, habría 12 personas involucradas, y dos de ellas con lesiones hasta ahora. Según relato de testigos, la situación se habría producido luego de la caída de un árbol en la ruta. Carabineros ya se encuentra en el lugar, así como unidades de rescate de Bomberos y del Samu.  La caída de un árbol en la ruta habría sido el origen de los problemas que este domingo terminaron en accidente. [Actualización] El hecho se produjo alrededor de las 21:20 horas de este domingo. La miembro del staff organizador de la prueba que se lleva a cabo en Osorno habría sufrido lesiones de carácter leve. Conoce los detalles. Conductor fue trasladado al hospital base de Valdivia. Más detalles en la nota.",2022-07-10,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEU,0.7305680513381958,"['accidente', 'colisión', 'conductor', 'vehículo', 'colisión múltiple']"
2338,47743451.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2022/11/ileso-salvo-conductor-que-volco-de-madrugada-en-paillaco,Ileso salvó conductor que volcó de madrugada en Paillaco - Diario Paillaco,"El conductor de un camión resultó ileso la madrugada de este sábado 12 de noviembre, luego de sufrir un accidente de tránsito en Paillaco. Bomberos de la tercera Compañía, cuyos voluntarios acudieron a la emergencia, informan que el accidente se registró minutos antes de las 7 de la mañana en el kilómetro 857,8 de la Ruta 5 Sur. El accidente se produjo luego que el conductor perdió el control del vehículo de carga y se volcó a un costado de la ruta. Sus lesiones serían de menor gravedad, pero de igual manera fue trasladado hasta el hospital local. ",2022-11-12,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.5360761880874634,"['accidente', 'conductor', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1604,47718798.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2022/02/27/rio-bueno-un-fallecido-y-dos-lesionados-dejo-accidente-en-el-sector-de-trafun/,Río Bueno: Un fallecido y dos lesionados dejó accidente en el sector de Trafún,"El trágico accidente se produjo alrededor de las 21:00 horas de este sábado en el sector de Trafún, comuna de Río Bueno. El triste saldo de una persona fallecida y dos lesionados, dejó un nuevo accidente de tránsito registrado este sábado en la comuna de Río Bueno. El capitán de la Primera Compañía de Bomberos de Río Bueno, Jonathan Catalán, detalló que este vehículo se volcó por razones que son materia de investigación. En el lugar se comprobó el fallecimiento de una persona y dos lesionados, que fueron trasladadas al hospital base de Osorno con lesiones de diversa consideración. En el lugar trabajaron bomberos de Río Bueno y San Pablo, personal SAMU de Río Bueno y Osorno, junto con unidades policiales.",2022-02-27,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEG,0.9701324105262756,"['accidente', 'vehículo', 'lesionados', 'accidente de tránsito', 'accidente de tránsito']"
1833,47349148.0,chile,rioenlinea,https://www.rioenlinea.cl/conductor-de-vehiculo-fallecio-tras-colisionar-con-un-camion-en-mafil/,Conductor de vehículo falleció tras colisionar con un camión en Máfil,"Un conductor de una camioneta que se trasladaba por la ruta de Máfil, murió tras una colisión que se produjo con una camión en la ruta de Máfil. El accidente involucró a un camión y a una camioneta, colisión que se produjo en el kilómetro 3 de la ruta T-34. El camión transitaba de oriente a poniente y colisionó con la camioneta. El conductor del vehículo menor de 28 años resultó fallecido, su identidad se desconoce y el copiloto auto fue derivado al hospital de Mariquina. Al respecto el Fiscal (S) Carlos Silva, manifestó que “dicho accidente se debió a que el conductor de la camioneta se desplazaba a una velocidad no razonable ni prudente considerando las características del camino. Al enfrentar una curva hacia la derecha traspasó el eje central de la calzada procediendo a chocar con un camión que se desplazaba en sentido contrario”. A ello, el fiscal explicó que “producto del accidente resultaron lesionados tanto los pasajeros de la camioneta como el del camión. La acompañante y el conductor del camión se encuentran en observación en el Hospital Base de Valdivia”. El Fiscal dispuso la concurrencia de la SIAT. ",2022-05-05,accidente,0,0,0,0,0,0,0,0,1,0,1,1,NEG,0.8321756720542908,"['accidente', 'colisión', 'conductor', 'vehículo', 'lesionados']"
810,47701199.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2020/12/accidente-en-ruta-valdivia-los-lagos,Accidente en ruta Valdivia-Los Lagos - Diario de Valdivia,"Hora17:20- Reportan accidente de tránsito en el sector Arique, en la ruta que une a las comunas de Valdivia y Los Lagos. Preliminarmente se trataría de la colisión de dos vehículos menores. Unidades al lugar Ampliaremos. ",2020-12-23,accidente,0,1,0,0,0,0,0,0,0,0,0,1,NEG,0.5398341417312622,"['accidente', 'colisión', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1633,47734074.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/emergencias/2022/02/accidente-en-ruta-futrono-llifen-involucra-a-5-personas-lesionadas,Accidente en ruta Futrono - Llifén involucra a 5 personas lesionadas - Diario Futrono,"22:11.- La alarma de bomberos de Futrono alertó de la ocurrencia de un accidente de tránsito ocurrido en la ruta que une Llifén con la capital comunal, en el sector de Cunahue, puente Don Domingo. Preliminarmente se habla de 5 personas lesionadas. Unidades de emergencias concurren al lugar. 23:00 hrs.- Se trato de una colisión de dos vehículos menores; una camioneta y un vehículo Chevrolet Corsa. Las 5 personas que iban en la camioneta sufrieron lesiones leves y fueron trasladadas al Cesfam de Futrono, mientras que los ocupantes del vehículo sedan resultaron ilesos. Bomberos de la Tercera Compañía de Llifén y unidad de rescate, Ambulancia y Carabineros atendieron la emergencia. El tránsito vehicular habilitó pero con precaución.",2022-02-05,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.5672281384468079,"['accidente', 'colisión', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1634,47718796.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2022/02/26/rio-bueno-dos-personas-resultaron-lesionadas-en-colision-de-alta-energia/,Río Bueno: dos personas resultaron lesionadas en colisión de alta energía,"Uno de los conductores debió ser trasladado al Hospital de Valdivia, debido a la gravedad de sus lesiones. A horas de esta mañana, dos vehículos menores colisionaron a alta energía en la calle Ejército Libertados esquina Sargento Aldea en la comuna de Río Bueno. De acuerdo con lo informado por el tercer comandante del Cuerpo de Bomberos de Río Bueno, José Maillanca, ambos conductores de sexo masculino resultaron lesionados producto del impacto, uno de ellos de mayor gravedad. “Tuvimos que proceder con herramientas hidráulicas para efectuar maniobras de extricación desde el vehículo para ser entregado a personal SAMU”, indicó. Según el testimonio de un testigo, el agua acumulada producto de las lluvias podría ser una de las causas de este accidente. Uno de los conductores fue trasladado al Hospital Base Valdivia para ser atendido, debido a la gravedad de sus lesiones.",2022-02-26,accidente,0,0,0,1,0,0,0,0,0,0,0,1,NEG,0.8967840671539307,"['accidente', 'colisionar', 'conductor', 'vehículo', 'lesionados']"
2345,47747797.0,chile,rioenlinea,https://www.rioenlinea.cl/motorista-murio-luego-de-impactar-a-un-vehiculo-en-panguipulli/,Motorista murió luego de impactar a un vehículo en Panguipulli,"Con una persona fallecida terminó un accidente en la comuna de Panguipulli, que involucró a un motorista y un vehículo menor. El fatal siniestro ocurrió hace algunas horas en la comuna cordillerana -de acuerdo a los primeros antecedentes en cercanías de la localidad de Puerto Fuy- cuando el conductor de una motocicleta impactó al automóvil, muriendo a causa de la gravedad del hecho. La situación fue notificada a la fiscal de turno Claudia Baeza, quien dispuso el trabajo de la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros, con el objetivo de establecer la dinámica y la causa basal del accidente. Además, se ordenó la concurrencia del Servicio Médico Legal, ente que desarrollará el examen de autopsia a la víctima.",2022-11-28,accidente,0,0,0,0,0,1,0,0,0,0,0,0,NEU,0.576328694820404,"['accidente', 'conductor', 'automóvil', 'vehículo', 'fatal']"
